music_baby,music_other,speech_baby,speech_other
9.583333333,6.208333333,25.95833333,25.20833333
10.58333333,7.166666667,24.08333333,25.375
18.20833333,4.041666667,20.75,23.08333333
10.08333333,5.458333333,27.08333333,24.04166667
6.875,5.625,25.08333333,21.41666667
10.5,5.291666667,25.45833333,25.83333333
7,6.291666667,23.83333333,25.375
8.833333333,7.666666667,22.54166667,29.04166667
6.083333333,4.916666667,23.75,26.91666667
8.166666667,6.625,24.25,26
7.791666667,6.541666667,27.04166667,26.20833333
7.208333333,5.375,28.04166667,23.83333333
9.958333333,8.583333333,24.29166667,24.16666667
5.666666667,7.708333333,21.375,27.125
7.291666667,5.791666667,24,27.08333333
7.041666667,5.916666667,26.66666667,21.16666667
10.08333333,8,24.70833333,25.375
7.5,7.208333333,24.66666667,25.83333333
9.875,5.833333333,25.125,23.29166667
9.458333333,7,24.95833333,23.08333333
6.875,6.75,24.375,26.875
9.5,8.375,23.20833333,25.08333333
6.166666667,7.125,23.54166667,27.33333333
9.041666667,7.25,24.08333333,24.66666667
11.375,6.125,23.58333333,26.25
5.791666667,5.958333333,21,25.95833333
8.375,6.375,25.125,26.58333333
10.29166667,7.041666667,24.58333333,26.125
10.125,7.125,26.66666667,24
6,8.25,25.08333333,24.33333333
8.916666667,7,29.375,24
10.91666667,6.625,27.75,24.16666667
7.708333333,8.875,25.95833333,24.33333333
5.833333333,4.416666667,26.25,26.79166667
9.166666667,5.958333333,26.83333333,22.25
6.333333333,6.791666667,24.625,24.16666667
6.416666667,5.791666667,23.875,27.29166667
10.5,5.458333333,23.875,27
8.125,6.791666667,26.25,21.79166667
6.875,7.041666667,26.20833333,26.125
9.083333333,7.25,26.54166667,26.25
9.875,7.166666667,25.54166667,23.375
7.541666667,5.375,22.41666667,22.20833333
8.75,7.375,27.91666667,27.5
11.66666667,7.125,22.66666667,29.375
10.83333333,6.083333333,26.08333333,25.33333333
8.541666667,4.833333333,24.875,24.45833333
6.875,6.125,22.58333333,26.04166667
7.583333333,6.875,21.79166667,27.45833333
5.791666667,6.041666667,22.95833333,27.45833333
7.5,7.458333333,23.875,31.33333333
7.791666667,8.791666667,24.91666667,26.75
7.583333333,5.875,29.25,25.95833333
10.29166667,8,20.33333333,31.25
9.166666667,6,25.5,26.41666667
7.875,5.083333333,22.08333333,22.70833333
9.166666667,6.958333333,23.875,25.66666667
4.5,4.375,24.70833333,25.08333333
10.5,7.291666667,24.25,25.08333333
6.666666667,7.416666667,26.08333333,28.625
6.791666667,5.833333333,26.125,26.08333333
6.875,6.208333333,28.33333333,23.875
8.958333333,6.875,25.79166667,26.83333333
5.875,6.041666667,23.41666667,24.875
8.208333333,8.125,21.95833333,26.54166667
16.41666667,5.458333333,20.66666667,26.66666667
10.625,8.041666667,25.5,25.66666667
6.25,6.166666667,22.5,26.75
7.666666667,5.875,28.125,28.66666667
8.958333333,5.541666667,27.375,25
7.083333333,7.166666667,23.875,23.25
6.25,6.333333333,23.625,25.125
8.291666667,5.75,25.70833333,23.25
7.083333333,7.833333333,23.5,24.5
10.125,7.083333333,25.33333333,27.75
5.166666667,7.083333333,24.08333333,28.75
6.958333333,6.125,23.75,23.08333333
7.083333333,6.291666667,24.41666667,25.66666667
6.583333333,5.666666667,28.95833333,25.625
9.333333333,5.791666667,23.79166667,25.25
11.75,5.5,26.125,22.5
12.20833333,7.458333333,21.875,31.25
9.083333333,6.916666667,22.91666667,28.04166667
7.5,6.541666667,22.25,29
5.375,8.125,25.16666667,27
7.583333333,5.875,27.5,28.20833333
10.70833333,6.25,25.83333333,24.33333333
6.333333333,6.333333333,24.625,27.91666667
8,5.041666667,23.16666667,22
7.208333333,5.916666667,22.875,26.625
9.166666667,4.291666667,23.83333333,25.16666667
9.541666667,5,25.91666667,24.45833333
6.875,6.208333333,27,24.625
10.95833333,8.25,25.79166667,25.5
11.54166667,4.708333333,25.75,23.83333333
10.45833333,4.875,25.375,24.5
11,7.416666667,24.95833333,27.5
7.5,5.875,24.75,25.66666667
8.541666667,8.291666667,27.41666667,24.125
9.5,6.125,22.5,25.75
8.5,5.916666667,26.625,22.45833333
7.458333333,6.791666667,25.79166667,28.75
9.041666667,6.541666667,24.75,25.95833333
6.083333333,7.041666667,23.54166667,26.25
9.791666667,4.541666667,24.5,24
7.666666667,5.958333333,23.79166667,26.20833333
8.041666667,6.041666667,26.125,26.75
6.875,5,26,25.125
8.5,6.875,19.125,27.375
8.375,7.041666667,26.125,27.20833333
8,6,24.20833333,24.91666667
8.958333333,5.416666667,24.625,23.20833333
8.5,4.958333333,23.70833333,23.54166667
7.416666667,6.625,26.20833333,24.70833333
8.625,5.791666667,20.08333333,27.04166667
8.541666667,6,23.54166667,24.625
9.375,6.875,26.25,26.125
7.125,5.333333333,25.625,24.25
7.875,7.625,25.29166667,26.08333333
6.375,7.375,22.95833333,26.66666667
7.25,5.958333333,23.16666667,23.79166667
8.708333333,8.25,27.91666667,28.20833333
9.666666667,6.833333333,23.16666667,27.33333333
10.41666667,5.583333333,24.66666667,28.875
9.833333333,5.333333333,23.08333333,27.625
7.333333333,7.25,24.58333333,24.83333333
8.875,6.166666667,29.08333333,25.70833333
7.625,6.125,24.70833333,26.66666667
9.458333333,4.041666667,27,23.20833333
5.791666667,5.25,23.91666667,27.20833333
9.125,6.583333333,25.16666667,23.33333333
10.16666667,4.875,25.5,22.875
6.75,5.041666667,24.16666667,25
7.958333333,7.291666667,20.41666667,27.375
8.5,6.5,26.08333333,19.91666667
5.125,5.666666667,25.33333333,27.58333333
9.666666667,6.041666667,22.41666667,25.95833333
9.291666667,7,24.375,30.33333333
9.958333333,5.958333333,24.70833333,24.33333333
6.833333333,7.875,26.70833333,29.83333333
7.416666667,6.208333333,27.45833333,22.375
10,6.166666667,26.91666667,23.91666667
8.416666667,7.791666667,24.375,25.125
6.916666667,5.291666667,21.95833333,24.04166667
9.916666667,7.25,25.95833333,23.54166667
10.625,6.791666667,24.875,25.04166667
9.958333333,4.958333333,25.5,22.54166667
6.916666667,8.708333333,24.75,24.25
5.708333333,5.375,26.20833333,22.33333333
7.958333333,5.791666667,26.5,28
11.25,5.583333333,22.16666667,23.45833333
7.791666667,7.208333333,25.54166667,24.875
7.541666667,7.291666667,22.125,26.16666667
10.5,6.083333333,24.125,25.33333333
7.75,6.916666667,24,25.54166667
12.16666667,6.375,24.75,24.20833333
9.083333333,7.041666667,23.58333333,26.83333333
6.708333333,6.458333333,26.75,27.58333333
7.583333333,6.625,21.79166667,25.33333333
8.625,5.583333333,23.58333333,22.95833333
9,5.208333333,23.83333333,24.95833333
7.041666667,6.208333333,24,27.375
8.166666667,6.833333333,24.20833333,27.91666667
7.5,7.291666667,22.83333333,25.125
10.54166667,7.5,26,25.25
9.666666667,6.083333333,25.625,26.75
7.166666667,7,23.33333333,25.70833333
11.16666667,5.5,23.58333333,25.29166667
8.125,7.75,24.20833333,24.79166667
8.958333333,7.541666667,24.5,21.91666667
6.833333333,7.875,24.33333333,26.45833333
6.541666667,6.666666667,25.29166667,27.41666667
10.20833333,5.875,25.08333333,23.125
10.5,9.083333333,26.20833333,25.29166667
8.75,6.291666667,24.29166667,24.25
9.125,5.916666667,26.625,27
10.08333333,5.291666667,27.125,22.83333333
9.291666667,6.458333333,25.16666667,27.33333333
8.833333333,5,22.95833333,25.25
9.416666667,5.875,27.375,22.54166667
8.583333333,6.083333333,26.58333333,26.16666667
8.708333333,7.75,25.66666667,26.79166667
8.208333333,6.5,24,28.66666667
10.125,5.791666667,26.25,27.95833333
12.95833333,6.791666667,23.79166667,28.41666667
14.20833333,7.458333333,25.45833333,27.29166667
11.54166667,5.125,22.66666667,27.375
6.875,4.833333333,20.91666667,26.5
6.333333333,7.166666667,26.41666667,25.375
8.041666667,6.583333333,27,24.41666667
8.25,7,24.54166667,24.5
14.79166667,6.916666667,22.875,31.41666667
5.791666667,6.791666667,27.70833333,27.08333333
8,6.125,25,24.58333333
10.41666667,8.25,26.5,26.33333333
7.833333333,5.958333333,25.16666667,26.33333333
8.541666667,7.083333333,25.45833333,24.66666667
11.16666667,4.916666667,29.125,23.25
10.33333333,7.25,25.875,27.70833333
6.958333333,7.083333333,22.33333333,23.75
7.083333333,7.041666667,23.95833333,22.375
8.625,6.041666667,24.95833333,24.75
6.583333333,6.875,23.125,27.66666667
9,6.083333333,24.875,24.66666667
8.375,7.166666667,25.04166667,21.5
6.875,5.708333333,23.79166667,25.125
6.666666667,6.041666667,24.5,24.625
10.33333333,5.708333333,24.875,25.45833333
8,6.75,25.41666667,25.33333333
6.541666667,7.875,25.04166667,29.5
3.916666667,5.875,24.66666667,25.625
9.458333333,5.625,27.58333333,25.5
9.708333333,4.958333333,24.5,24.5
8.75,6.833333333,23.83333333,27.54166667
10.83333333,5.416666667,26.70833333,23.70833333
9.333333333,5.625,27.33333333,30.33333333
8.166666667,7.5,24.04166667,27.08333333
9.625,7.166666667,25.08333333,27.33333333
8.916666667,6.166666667,22.875,28.125
10.66666667,5.791666667,25.125,26.29166667
6.833333333,4.958333333,24.125,28.04166667
10.41666667,5.958333333,21.33333333,24.79166667
11.04166667,7.583333333,25.25,23.16666667
10.70833333,6.916666667,26.04166667,24.125
7.5,6.458333333,23.66666667,26.125
8.208333333,4.958333333,25.54166667,23.75
11.95833333,5.833333333,23.29166667,28.66666667
10.58333333,6.166666667,24.375,29.5
5,5.25,25.95833333,24.75
8.041666667,7.125,25.33333333,26.5
10.79166667,6.125,23.875,24.54166667
12.16666667,5.916666667,22.5,23
9.5,7.583333333,28.29166667,29.58333333
10.70833333,5.708333333,24.58333333,26.95833333
6.5,6.125,24.25,30.625
12.5,7,26.16666667,26.04166667
9.958333333,7.125,27,24.625
11.58333333,6.208333333,27.5,24.25
8.125,5.041666667,28,24.83333333
8.833333333,5.625,26.45833333,23.45833333
8.166666667,7.291666667,19.20833333,27.20833333
9.208333333,5.75,23.875,26.33333333
9.5,8.333333333,22.95833333,25.54166667
9.791666667,5.458333333,25.79166667,23.75
10,7.125,24.5,26.83333333
9.75,6.625,27,22.66666667
13.625,6.125,19.66666667,25.125
9.666666667,5.208333333,27.33333333,23.5
5.333333333,7.583333333,25.08333333,29.41666667
6.708333333,6.5,23.875,23.45833333
10.5,4.583333333,28.08333333,22.16666667
6.833333333,6.125,23.5,25.66666667
7.708333333,6.625,24.75,26.25
9.458333333,4.375,24.875,27.04166667
8.041666667,6,23.95833333,21.04166667
7.208333333,4.5,25.79166667,26
7.625,6.916666667,27.75,22.33333333
7.083333333,5.25,19.70833333,26.5
9.333333333,4.5,26.70833333,22.875
7.291666667,6.416666667,25.125,24.125
8.166666667,7.25,25.20833333,28.29166667
7.958333333,6.083333333,24,24.95833333
6.208333333,6.791666667,24.66666667,25.5
6.666666667,4.458333333,26.41666667,24.66666667
10.29166667,6.125,27.83333333,25
9.125,7.083333333,25.25,23.33333333
7.458333333,7.083333333,22.04166667,31
8.708333333,6.75,23.91666667,23.95833333
10.5,6.666666667,22.625,23.70833333
7.083333333,6.416666667,21.54166667,24.41666667
7.041666667,9.208333333,25.875,27.79166667
9.166666667,8.125,21.83333333,32.29166667
5.625,4.875,23.95833333,21.41666667
10.20833333,5.5,24.91666667,24.91666667
10.5,4.625,25.66666667,24.5
4.333333333,5.5,23.95833333,24.41666667
12.625,6.125,25.29166667,28.70833333
8,4.291666667,22.91666667,26.20833333
5.333333333,7.333333333,22.75,29
9.375,5.458333333,26.625,25.41666667
10.33333333,5.833333333,26.41666667,20.41666667
6.958333333,7.208333333,22.625,24.75
7.375,7.125,25.875,28.75
10.04166667,5.541666667,21.25,27.5
8.583333333,6.375,23.95833333,22.54166667
5.791666667,4.833333333,24.54166667,23.83333333
5.958333333,4.791666667,23.08333333,25.20833333
10.20833333,5.416666667,23.70833333,26.83333333
9.041666667,6.625,22.45833333,21.33333333
10.58333333,6.625,23.70833333,25.41666667
7.208333333,6.5,23.70833333,30.08333333
7.458333333,5.791666667,27.20833333,25.08333333
13.83333333,6.208333333,28.20833333,23.75
13.33333333,6.875,25.79166667,26.375
9.958333333,7.833333333,24.79166667,26.08333333
7.208333333,6.125,26.16666667,24.58333333
10.66666667,6.833333333,20.58333333,28.20833333
10.54166667,5.333333333,25.375,24.08333333
10.45833333,7.166666667,26.25,26.91666667
9.458333333,6.375,24.54166667,29.625
7,7.291666667,25.83333333,26.875
13.375,5.75,26.16666667,25.5
10.75,6.916666667,25.25,25.91666667
9,5.291666667,24.70833333,25.875
9.25,7.625,28.08333333,28
7.958333333,5.958333333,24.75,25
8.208333333,5.541666667,25.83333333,25.91666667
9.083333333,4.416666667,27.375,24.66666667
10.70833333,6.458333333,26.25,24.20833333
6.5,6.916666667,21.58333333,26.95833333
8.75,7.5,23.75,29.95833333
10.79166667,5.458333333,24.79166667,22.20833333
11.20833333,5.333333333,25.5,22.625
5.791666667,5.458333333,23.45833333,28.08333333
7.958333333,6.416666667,26.66666667,23.91666667
6.75,7.291666667,25.79166667,28.41666667
11.45833333,6.166666667,22.54166667,28
6.208333333,5.833333333,24.375,27.79166667
7.375,6.583333333,21.83333333,25.54166667
6.958333333,6.416666667,23.45833333,27.83333333
10.20833333,6.375,25.29166667,22.95833333
8.041666667,5.458333333,25.33333333,26.45833333
8.041666667,7.916666667,23.66666667,29.83333333
8.375,5.583333333,26.16666667,22
9.25,6.916666667,25.45833333,24.75
8.458333333,5.75,23.95833333,26.25
7.333333333,4.458333333,26.16666667,23.54166667
9.083333333,6.291666667,22.95833333,26.91666667
8.25,6.333333333,23.79166667,28.66666667
12.25,5.833333333,25.33333333,25.54166667
7.916666667,6.333333333,24.54166667,26.41666667
12.29166667,6.041666667,26.375,23.25
6.833333333,8.458333333,26.75,26.45833333
8.958333333,7.958333333,25.20833333,24.91666667
9.041666667,6.75,27.125,26.45833333
10.08333333,5.458333333,24.70833333,24.45833333
8.041666667,6.375,23.66666667,23.25
7.291666667,7.041666667,24.45833333,25.66666667
6.416666667,6.208333333,27,25.16666667
7.166666667,6.583333333,23.79166667,26.95833333
5.833333333,5.375,24.875,24.83333333
8.375,6.75,25.45833333,30.625
6.291666667,7.458333333,25.54166667,24.5
12.45833333,7.5,25.95833333,23.66666667
7.208333333,6.791666667,25.58333333,29.04166667
4.541666667,5.208333333,23.625,27
9.916666667,6.333333333,23.04166667,25.45833333
8,5,23.25,24.375
9.5,7.958333333,23.08333333,26.125
8.125,5.75,21.375,24.70833333
7.666666667,7.208333333,24.08333333,23.70833333
7.666666667,6.208333333,24.5,24.20833333
9.25,8.75,22.16666667,26.91666667
7.375,6.625,27.75,24.45833333
10,5.5,24.875,25.125
5.791666667,4.791666667,25.91666667,24.875
8.708333333,5.625,25.04166667,25.08333333
8.125,5.291666667,23.91666667,23.25
6.208333333,5.25,25.91666667,25.41666667
6.666666667,6.791666667,23.29166667,21.20833333
8.625,6.666666667,27.5,24.25
8,3.75,25.75,21.58333333
8.083333333,6.541666667,24.54166667,28.66666667
7.5,6.5,26.20833333,29.625
8.291666667,7.791666667,21.375,23.75
5.375,5.375,25.83333333,27.75
6.666666667,7.166666667,25.83333333,30.41666667
10,7.208333333,26.54166667,23.20833333
9.208333333,6.75,23.08333333,25
9.125,7.583333333,25.625,22.375
9,8.625,25.375,26.08333333
6.208333333,6.166666667,23.45833333,25.58333333
9.916666667,8.375,24.25,25.375
8.958333333,7.625,24.875,23.33333333
8.291666667,7.625,23,27.54166667
10.375,6.833333333,24.625,23.625
12.33333333,7.166666667,23.04166667,23.16666667
8.583333333,4.958333333,22.79166667,26.58333333
9.083333333,5.583333333,22.20833333,27
8.666666667,5.458333333,26.25,26.91666667
8.458333333,9.25,23.04166667,28.25
10.625,5.291666667,28.25,22.5
12.54166667,6.166666667,21.83333333,28.29166667
9.458333333,6.125,24.20833333,24.375
9.666666667,6.291666667,24.29166667,29.875
7.666666667,6.708333333,24.16666667,29.25
7.875,5.666666667,24.66666667,27.66666667
10.04166667,6.166666667,23.95833333,26.91666667
10.79166667,5.291666667,22.95833333,27.66666667
14.45833333,7.625,23.5,25.16666667
8.708333333,6.125,23.41666667,24.75
9.208333333,6.708333333,26.79166667,25.375
5.791666667,6.5,23.75,25.29166667
13.58333333,7.708333333,24.25,23.625
7.083333333,7.416666667,22.08333333,30.75
7.166666667,7.375,24.20833333,27.125
6.958333333,5.333333333,24.125,28.83333333
11,5.958333333,23.41666667,24.20833333
10.875,8.416666667,25.91666667,27.91666667
9.375,5.75,23.95833333,27.375
7.25,5.333333333,22.79166667,28.75
6.791666667,6.708333333,25.33333333,26.83333333
8.916666667,6,24.16666667,24.20833333
8,6.166666667,25.29166667,27.875
5.666666667,5.75,23,26.08333333
7.541666667,5.833333333,23.25,25.91666667
9.041666667,8.458333333,21.91666667,28.95833333
6.916666667,6.125,27.875,21.375
7.5,4.416666667,28.45833333,25.20833333
6.791666667,7.291666667,23.70833333,26.66666667
8.5,5.125,24.95833333,24.04166667
10.5,6.958333333,23.33333333,27.125
9.708333333,7.208333333,24.875,26.79166667
7.5,6.541666667,24.5,24.79166667
9.541666667,7.25,26,24
6.25,4.791666667,26.58333333,24.5
4.625,7.375,24.625,27.79166667
8.583333333,8.375,23.83333333,26.58333333
9.333333333,5.666666667,26.79166667,27.25
8.875,5,26.41666667,24.75
11.54166667,7.25,23.33333333,24.04166667
5.125,6.916666667,22.16666667,24.25
10.95833333,7.083333333,24.79166667,24.41666667
8.708333333,5.666666667,23.5,26.70833333
7.666666667,5.416666667,25.95833333,25.125
7.291666667,5.833333333,26.54166667,28
12.04166667,7.041666667,23.625,23.58333333
8.125,5.583333333,26.66666667,27.58333333
11.625,6.958333333,24.79166667,30.375
7.958333333,5.916666667,24.91666667,23.33333333
10.08333333,5.458333333,22.54166667,25.04166667
10.375,6.25,25.625,24.25
11.375,7.708333333,24.91666667,24.45833333
11.33333333,6.583333333,24.375,25.04166667
8.083333333,5.416666667,23.25,20.95833333
9.75,6.416666667,23.54166667,25.66666667
8.375,6.25,27.91666667,23.45833333
6.125,6.5,24.54166667,24.16666667
7.041666667,5.916666667,24.75,27.04166667
8.5,6.958333333,22.375,29.41666667
10.91666667,7.666666667,24.41666667,25.29166667
6.791666667,7.666666667,24.375,27.75
11.75,5.541666667,25.70833333,24.75
13.125,6.5,25.79166667,27.08333333
8.75,5.208333333,24.66666667,20.95833333
7.291666667,5.583333333,23.66666667,24.75
5.958333333,6.375,24.79166667,21.16666667
8.333333333,7.458333333,25.54166667,26.58333333
9.375,8.541666667,23.45833333,29.5
10.04166667,5.5,22.125,24.79166667
8,5.125,25.125,26.625
7.666666667,6.916666667,24.33333333,25.66666667
