music_baby,music_other,speech_baby,speech_other
8.958333333,8.416666667,25.45833333,24.79166667
7.166666667,6.041666667,24.79166667,25.75
10.54166667,6.333333333,26.66666667,26.29166667
12.875,5.708333333,26.41666667,22.91666667
6.208333333,8.416666667,22.5,29.04166667
8.375,6.5,24.41666667,26
8.166666667,7.708333333,26.25,27
9.5,5.541666667,28.33333333,25.66666667
6.083333333,7.416666667,21.41666667,26.70833333
6.791666667,5.291666667,22.83333333,24.375
11.04166667,6.916666667,25.25,28.79166667
9,5.458333333,24.20833333,24.375
9.041666667,7.375,23.95833333,23.45833333
7.833333333,6.541666667,26.04166667,28.16666667
7.25,5.875,22.75,23.58333333
7.25,7.75,22.5,25.79166667
7.708333333,6.041666667,27.58333333,23
8,6.708333333,24.08333333,25.45833333
5.666666667,6.208333333,23.125,25
9.333333333,6.708333333,25.70833333,23.25
6.333333333,6.083333333,23.66666667,25.75
10.79166667,5.875,21.41666667,23.16666667
6.958333333,6.958333333,22.41666667,22.33333333
7.5,5.583333333,25.16666667,24.58333333
7.625,5.833333333,26.83333333,23.75
14.83333333,4.875,23.95833333,23.04166667
8.333333333,6.708333333,26.75,25.75
8.625,6.916666667,23.58333333,25.91666667
9.583333333,4.291666667,25.54166667,27.29166667
8.083333333,7.083333333,23.58333333,26.625
8.041666667,5.25,27.41666667,23.875
5.833333333,6.166666667,24.66666667,32.29166667
7.791666667,4.708333333,25.04166667,23.45833333
8.708333333,5.916666667,25.25,24.66666667
11.875,6.708333333,23.33333333,24.29166667
6.916666667,5.583333333,22.91666667,25.66666667
7.541666667,4.75,23.875,22.625
8.291666667,5.916666667,23.16666667,27.04166667
8.458333333,8.25,26.58333333,27.54166667
5.833333333,5.333333333,24.125,24.70833333
9.333333333,6.208333333,28.29166667,22.66666667
9.041666667,6.291666667,27.04166667,25.16666667
9.125,5.333333333,26.20833333,26.79166667
8,5.875,26.54166667,26.54166667
9.291666667,6.625,23.625,23.54166667
7.875,7.583333333,26.75,28.41666667
4.5,5.083333333,24.33333333,23.79166667
8.583333333,4.958333333,22.625,25.66666667
5.916666667,4.75,27.08333333,24.29166667
9.958333333,5.333333333,22.5,25.54166667
9.958333333,6.125,25.54166667,23.70833333
6.833333333,8.25,24.58333333,24.70833333
9.708333333,4.583333333,24.75,22.875
7.833333333,5.833333333,25.04166667,25.20833333
9.333333333,4.958333333,23.5,22.54166667
8,6.166666667,22.66666667,23.875
9.625,6.75,24.70833333,27.54166667
10.20833333,7.75,25.29166667,25.75
9,6.375,27.66666667,25.41666667
10.16666667,6.875,23.91666667,23.41666667
6.041666667,6,24.875,24.66666667
9.041666667,6.208333333,22.91666667,25.75
9.833333333,4.666666667,25.04166667,24.625
10.29166667,7.583333333,21.83333333,28.16666667
7.833333333,7.041666667,26.04166667,26.95833333
10,4.041666667,25,20.66666667
5.833333333,5.791666667,26.08333333,26.33333333
6.416666667,5,23.125,33.75
10.875,6.041666667,23.5,22.16666667
7.875,5.041666667,23.5,25.04166667
6.833333333,5.625,25.91666667,23.875
8.416666667,8.166666667,29.41666667,23.41666667
8.833333333,6.625,24.08333333,23.375
6.791666667,7.541666667,20.41666667,26.875
7.083333333,6.208333333,23.83333333,25.125
9.5,8.541666667,23.66666667,23
8.5,7.375,23.79166667,25.25
7.75,6.916666667,24.54166667,26.58333333
13.16666667,6.166666667,27.58333333,22.91666667
6.875,7.583333333,23.70833333,24.29166667
8.458333333,7.666666667,23.58333333,24.625
8.666666667,4.583333333,28.08333333,24.20833333
13.16666667,5.125,26.375,29.5
7.875,5.291666667,23.70833333,24.83333333
7.041666667,6.791666667,23.16666667,21.95833333
6.166666667,5.208333333,25.125,25.91666667
6.708333333,5.125,31.25,25.54166667
9.166666667,7.333333333,26.29166667,23.91666667
10.91666667,7.75,25.16666667,31.29166667
6.958333333,7.083333333,21.70833333,27.125
5.166666667,8.375,23.58333333,29.04166667
8.041666667,6.208333333,27.08333333,21.79166667
8.291666667,6.166666667,24.79166667,28.08333333
6.625,7.041666667,22.91666667,24.25
9.125,6.25,25.625,25.58333333
9.625,4.916666667,26.66666667,25.29166667
5.833333333,6.25,25.29166667,24.79166667
10.125,4.958333333,24.91666667,28.66666667
11.91666667,7.375,22.45833333,26.95833333
7.458333333,8.291666667,25.70833333,28.875
8.666666667,7.083333333,27.91666667,24.5
9.625,6.041666667,21.125,30.125
6,4.666666667,25.20833333,25.33333333
6.625,5.625,23.33333333,24.625
8.833333333,7.916666667,26.33333333,25.66666667
10.29166667,5.666666667,26.75,24.875
10.875,8.375,23.625,26.58333333
8.458333333,6.25,25.29166667,25.25
10.16666667,6.208333333,23.75,24.20833333
9.458333333,6.833333333,28.95833333,25.04166667
9.25,4.916666667,23.58333333,24.875
7.083333333,7.125,27.25,26.125
9.291666667,6.541666667,23.79166667,23.83333333
10.16666667,5.375,24.58333333,21.41666667
8.416666667,3.916666667,29.08333333,23.08333333
9.083333333,6.625,25.41666667,25.25
10.04166667,6.333333333,24.66666667,27.875
5.625,4.541666667,24,25.54166667
8.5,5.333333333,25.58333333,27.58333333
11,5.208333333,27.33333333,24.95833333
8.666666667,6.583333333,25.875,21.95833333
6.708333333,6.041666667,23.66666667,25.54166667
9.625,5.125,21.79166667,26.29166667
5.416666667,5.791666667,26.04166667,26.20833333
6.916666667,5.708333333,25.16666667,27.16666667
8.791666667,6.833333333,22.16666667,26.95833333
7.625,7.75,24.79166667,24.83333333
6.458333333,5.75,24.79166667,26.91666667
8.833333333,5.208333333,23.16666667,29.04166667
5.416666667,6.125,25.29166667,25.29166667
10.08333333,5.75,23.58333333,22.16666667
10.04166667,3.791666667,24.91666667,24.66666667
7.166666667,7.625,26.125,24.70833333
10.54166667,5.625,25.5,25.91666667
7.75,5.791666667,25.79166667,25.58333333
6.583333333,6.708333333,23.54166667,27.08333333
7,5.375,25.54166667,24
11.5,5.916666667,26.08333333,24.5
6.875,7.291666667,23.83333333,24.375
9.75,8.791666667,25.29166667,21.125
7.041666667,5,25.33333333,24.29166667
8.75,5,24.70833333,23.875
7,5.416666667,23.66666667,27.20833333
11.16666667,5.625,25.33333333,27.5
9.583333333,5.875,25.625,23.20833333
6.666666667,7.375,24.41666667,30.45833333
10.66666667,6.916666667,20.79166667,22.25
5.958333333,4.916666667,24.29166667,24.66666667
8.375,8.125,25.70833333,27.08333333
12.75,6.916666667,24.79166667,21.83333333
6.916666667,7.083333333,26.41666667,24.08333333
6.875,7.375,25.79166667,31.08333333
9.25,6.25,22.41666667,26.45833333
7.208333333,6.125,24.75,21.16666667
9.375,7.625,25.625,23.5
10.875,5.916666667,23.875,25.95833333
7.958333333,6.083333333,23.95833333,23.75
4.958333333,5.791666667,26.125,23.29166667
10.625,5.75,23.91666667,26.66666667
13.33333333,6.333333333,21.5,31.33333333
11,6.916666667,24.79166667,25.95833333
8.125,6.375,25.16666667,25.41666667
10.29166667,8.791666667,23.95833333,26.41666667
7.875,4.916666667,26.75,23.375
14.91666667,6.166666667,21.08333333,26.95833333
8.291666667,5.75,25.08333333,27
7.625,7.041666667,22.33333333,27.91666667
11.16666667,6.166666667,25.125,26
11.29166667,5.708333333,24.75,21.41666667
8.791666667,6.333333333,28.58333333,27.20833333
9.208333333,6.958333333,24,25.16666667
6.833333333,5.333333333,24.375,23.08333333
7.791666667,5.833333333,27.375,22.91666667
6.875,5.75,25.625,27.875
7.208333333,6.166666667,22.375,23.04166667
7.083333333,7.208333333,22.66666667,25.54166667
7.291666667,5.791666667,25.41666667,25.70833333
10.58333333,6.791666667,25.08333333,27.5
9.625,4.541666667,23.875,24.75
7.583333333,6.083333333,24.45833333,27.70833333
8.541666667,5.833333333,23.83333333,23.83333333
8.291666667,7.333333333,19.91666667,27.29166667
10.70833333,6.708333333,25.08333333,24.33333333
9.583333333,6.541666667,20.08333333,30.41666667
9.958333333,5.916666667,26.41666667,24.625
7.541666667,6.416666667,23,29.04166667
8.083333333,6.375,28.08333333,24.33333333
8.458333333,7.208333333,24.79166667,25.75
9.5,5.916666667,24.08333333,26.20833333
6.666666667,4.541666667,26.25,25.41666667
10.79166667,7.25,23.20833333,24.41666667
6.125,4.75,25.16666667,26.5
6.166666667,6.166666667,23,24.875
7.041666667,6.833333333,22.66666667,27.375
6.75,8.75,20.33333333,27.54166667
9.833333333,5.25,22.5,24.875
8.5,6.458333333,26.66666667,27.91666667
8.416666667,5.791666667,23.08333333,26.41666667
7.125,5.666666667,22.75,25.875
5.041666667,6.541666667,21.83333333,27.125
6.75,5.5,24.875,26.58333333
7.333333333,6.25,27.58333333,20.66666667
10.625,6.416666667,26.91666667,25.91666667
11.66666667,8.291666667,24.29166667,27.5
8.041666667,7.833333333,24.5,29.83333333
8,5.708333333,21.95833333,25.5
10.75,6.583333333,25.29166667,27.125
6.166666667,7.125,24.41666667,27.54166667
8.916666667,4.333333333,27.54166667,26.08333333
8.25,6.375,23.79166667,23.70833333
5.666666667,4.916666667,20.91666667,26.75
7.666666667,5.5,23.16666667,24.29166667
7.458333333,6.333333333,23.16666667,25.25
10.91666667,6.166666667,25.70833333,23.70833333
5.375,4.833333333,27.625,24.33333333
7.166666667,7.625,24.75,27
12.66666667,6.875,27.33333333,21.20833333
7.833333333,6.166666667,21.91666667,28.5
8.041666667,7,22.125,28
8.416666667,4.25,25.83333333,25.66666667
9.083333333,8.208333333,27.125,25.16666667
7.791666667,6.333333333,25.58333333,26.375
10,5.916666667,23.45833333,22.95833333
7.125,6.125,18.66666667,25.70833333
6.916666667,7.291666667,22.66666667,25.375
8.625,5.791666667,24.29166667,26.04166667
9.458333333,7.625,27.16666667,24.08333333
9.041666667,6.125,25.875,24.75
5.875,5.833333333,22.54166667,29.125
10,5.291666667,23.45833333,23.25
7.958333333,8.166666667,24.33333333,26.33333333
11.33333333,5.916666667,26.45833333,23.54166667
9.5,6.5,27.125,24.41666667
10.54166667,7.541666667,22.33333333,30.625
8.083333333,6.75,21.66666667,26.08333333
8.291666667,7.208333333,25.91666667,24.04166667
9.75,4.916666667,26.33333333,22.08333333
13.75,5.916666667,23.625,22.08333333
9.666666667,5,27.54166667,25.41666667
9.416666667,5.333333333,27.95833333,23.54166667
9.833333333,6,25.08333333,27.29166667
9.833333333,6.083333333,25.29166667,23
8.333333333,6.666666667,28.625,22.5
10.54166667,6.625,25.25,26.04166667
7.375,4.958333333,27.5,23.75
6.958333333,5.375,25.45833333,26.29166667
10.25,7.291666667,21.58333333,28.5
5.833333333,7,20.54166667,26.33333333
8.583333333,7.166666667,21.375,25.33333333
7.625,6.75,26.33333333,27.66666667
8.416666667,5.875,21.41666667,25.33333333
9.208333333,6.541666667,23.25,26.91666667
9.375,7.208333333,21.29166667,27.16666667
8.458333333,4.541666667,25.875,25.33333333
11.20833333,8.041666667,25.41666667,30.16666667
12.70833333,7.458333333,23.625,24.33333333
7.583333333,5,29,27.25
6.166666667,5.583333333,21.66666667,25.58333333
7.208333333,5.041666667,26.41666667,23.875
9.041666667,8.291666667,25.375,31.04166667
7.375,5.333333333,25.33333333,29.75
9.208333333,7.583333333,24.66666667,25.16666667
5.666666667,7.541666667,22.625,25.45833333
13.04166667,7.041666667,23.375,26.70833333
7.333333333,7.208333333,23.04166667,26.875
10.29166667,9.791666667,23.41666667,24.75
9.416666667,6.75,24,21.125
7.208333333,6.875,25.20833333,26.45833333
5.291666667,5.833333333,25.625,27.66666667
9.625,6.25,25.08333333,25
10.83333333,6.958333333,23.08333333,28.79166667
15.33333333,6.25,25.25,24.41666667
10.75,6.583333333,25.16666667,25.16666667
8.875,3.916666667,22.875,21
9,5,25.08333333,23.125
5.5,4.541666667,26.41666667,26.125
8.333333333,5.708333333,24.04166667,27.04166667
8.583333333,6.125,25.70833333,29
8.125,6.666666667,23.91666667,25.875
6.541666667,5.916666667,27,25.04166667
9.083333333,4.833333333,22.66666667,25.375
5.291666667,6.916666667,24.66666667,24.08333333
7.791666667,7.041666667,24.66666667,22.875
9.291666667,6.958333333,30.08333333,26.83333333
7.416666667,6.5,21.70833333,24.20833333
9.458333333,5.666666667,22.83333333,23.70833333
8.791666667,8.5,24,24.58333333
10.45833333,7.208333333,21.625,24.70833333
10.70833333,6.458333333,24.25,25.20833333
5.708333333,5.916666667,26.04166667,24.58333333
7.916666667,4.375,23.66666667,25.41666667
6.708333333,4.916666667,25.91666667,26.29166667
10.375,5.458333333,20.79166667,23.25
7.583333333,7.208333333,24.54166667,23.41666667
8.833333333,6,26.58333333,22.83333333
11.625,6.791666667,21.95833333,23.75
6.916666667,5.916666667,22.25,26.79166667
11.33333333,8.5,21.91666667,32.29166667
7.625,7.208333333,26.125,26.625
9.791666667,6.041666667,26.91666667,25.04166667
8.291666667,8.083333333,23.625,27.79166667
9.333333333,7.666666667,21.83333333,24.5
6.208333333,6.958333333,23.625,27.95833333
7.625,5.208333333,26.91666667,21.70833333
8.166666667,7.791666667,22.75,26.33333333
6.833333333,6.708333333,25.625,24.45833333
8.375,5.041666667,25.04166667,25.83333333
9.166666667,4.458333333,27.79166667,24.91666667
7.416666667,8.041666667,22,29.29166667
8.541666667,8.75,24.91666667,27.875
11.58333333,8.291666667,23.41666667,22.33333333
8.041666667,5.375,24.91666667,25.5
10.58333333,5.75,22.375,26.45833333
5.583333333,6.041666667,21.29166667,26.54166667
9.666666667,6.125,24.5,26.91666667
8.416666667,6.125,25.08333333,26.08333333
6.958333333,7.291666667,26.04166667,26.95833333
6.333333333,6.208333333,27.83333333,24.70833333
5.416666667,5.708333333,24.75,22.875
7.708333333,8.25,25.04166667,26
9.5,5.666666667,22.58333333,26.04166667
8.5,5.458333333,25.58333333,29.66666667
10.95833333,6.958333333,25.5,27.375
8.041666667,7.166666667,27.625,27.33333333
7.916666667,6.416666667,25.04166667,27.04166667
7.333333333,4.541666667,27.29166667,25.375
7.208333333,6.166666667,21.04166667,26.125
9.375,6.083333333,25.625,24.91666667
6.333333333,6.375,24.95833333,26.25
7.458333333,5.75,25.75,26.66666667
