music,speech
10.45833333,53.125
9.916666667,54.58333333
10.125,57
10.79166667,53.29166667
9.541666667,53.70833333
10.25,53.5
10.41666667,52.70833333
9.791666667,53.66666667
10.75,52.70833333
10.58333333,53.70833333
9.958333333,52.25
10.5,52.29166667
12.25,53.25
9.666666667,52.16666667
9.541666667,52.91666667
10.625,56.16666667
10.875,54.70833333
10,53.875
11.20833333,54.04166667
11.08333333,52.45833333
10.79166667,51.04166667
9.75,51.375
9.5,52.70833333
10.375,52.20833333
9.875,52.04166667
12.04166667,51.54166667
12.33333333,55.70833333
11.25,53.29166667
10.625,52.70833333
10.83333333,54
10.54166667,53.54166667
10.66666667,54.66666667
11.29166667,54.33333333
9.666666667,50.875
10.29166667,52.83333333
10.45833333,52.08333333
11.29166667,55.08333333
9.916666667,53.33333333
11.29166667,55.25
10.125,53.16666667
11.75,52.33333333
10.83333333,51.75
11.25,54.16666667
10.04166667,54.29166667
10.375,50.66666667
11.20833333,53
11.79166667,51.41666667
9.625,54.29166667
8.583333333,51.25
10.41666667,50.41666667
10.75,51.33333333
10.58333333,52.08333333
10.08333333,52.16666667
9.333333333,51.45833333
11.25,53.33333333
10.625,48.625
9.75,50.54166667
11,52.95833333
10.375,51.25
9.208333333,49.79166667
11.375,51.04166667
11.41666667,55.08333333
11.875,57.08333333
9.041666667,52.25
9.833333333,55.83333333
10,51.25
9.875,52.58333333
10.125,51.58333333
9.916666667,51.29166667
11.29166667,54.58333333
10.70833333,53.125
10.83333333,51.70833333
11.41666667,53.16666667
11.54166667,53.41666667
12.04166667,50.79166667
12.08333333,54.625
9.833333333,51.41666667
11.45833333,52.33333333
10.41666667,50.95833333
11,51.66666667
10.58333333,54.79166667
9.5,50.5
10.29166667,51.5
11.375,54.41666667
10.70833333,51.58333333
9.291666667,53.20833333
10.95833333,52.25
10.91666667,51.33333333
10.16666667,55.20833333
9.916666667,55.75
9.75,54.54166667
11.45833333,52
11.875,49.66666667
9.208333333,51.54166667
10.91666667,51.20833333
9.125,54.91666667
10.54166667,52.33333333
9.666666667,52.25
11.125,50.16666667
10.58333333,52.79166667
11.08333333,50.33333333
10.20833333,53.375
9.5,54.54166667
10.29166667,53.25
9.791666667,51.91666667
9.916666667,53.16666667
9.375,51.20833333
10.125,53.58333333
9.875,52.875
9.458333333,54.41666667
10.375,51.04166667
8.666666667,52.95833333
9.708333333,55.04166667
10.04166667,53.375
10.66666667,52.08333333
10.95833333,53.41666667
11.70833333,52.25
10.875,55.45833333
10.41666667,50.45833333
11.45833333,51.58333333
10.66666667,53.04166667
10.625,52.125
9.666666667,53.08333333
10,51.75
10.70833333,52.33333333
9.625,52.875
9.916666667,51.91666667
9.291666667,55.91666667
11.04166667,54.54166667
10.29166667,52.375
10.125,52.20833333
10.45833333,50.70833333
10,52.75
10.45833333,52.16666667
11.125,51.54166667
10.75,52.83333333
11.25,52.25
9.625,52.25
10.91666667,53.29166667
11.04166667,54.70833333
9.625,52.58333333
11.375,51.91666667
11.20833333,52.66666667
10.95833333,52.58333333
9.875,52.66666667
10.08333333,54.70833333
11.83333333,52.79166667
10.83333333,51.91666667
11.54166667,51.95833333
11.66666667,52.375
11.875,55.25
11.5,48.79166667
8.875,53.04166667
10.45833333,50.75
10.5,53.58333333
10.25,51.70833333
9.916666667,51.66666667
10.66666667,52
12.58333333,53.58333333
12.5,55.04166667
9.958333333,51.54166667
10.95833333,53.54166667
9.083333333,50.5
10.125,54.58333333
10.625,53.33333333
10.16666667,53.5
9.625,53.625
10,54.29166667
9.541666667,55.45833333
11.54166667,51.95833333
9.875,52.83333333
11.45833333,54.75
11,52
9.75,51.5
9.666666667,55.16666667
9.708333333,54.79166667
9.5,54.375
11.125,51.5
9.958333333,54.95833333
10.91666667,56.75
10.875,52.875
11.125,51.25
10.625,51.70833333
11,50.45833333
10.70833333,52.625
10.79166667,53.58333333
10.875,52.375
10.20833333,49.41666667
11.5,53.58333333
10.79166667,54.75
11.04166667,52.375
11.5,53.375
11,54.08333333
10.20833333,53.58333333
9.791666667,52.95833333
10,54.375
11.125,52.29166667
11.95833333,54.79166667
9.291666667,53.875
10.83333333,50.75
11.04166667,54.125
10.375,52.625
9.375,52.875
9.583333333,55.29166667
9.5,51.29166667
10.70833333,50.75
11.33333333,51.25
10.20833333,54.45833333
11.58333333,52.75
10.83333333,53.5
10.875,53.20833333
11.33333333,54.75
10.125,51.375
11.29166667,51.29166667
10.83333333,52.83333333
9.083333333,50.83333333
10.875,50.91666667
11.5,55.29166667
12.20833333,52.75
11.41666667,53
11.375,54
9.416666667,53.625
11.16666667,55
10.70833333,52.66666667
10.95833333,53.16666667
10.5,51.45833333
10.91666667,52.875
10.625,51.45833333
10.54166667,52.25
10.54166667,54.16666667
11.08333333,54.5
11.79166667,54.45833333
9.25,53.79166667
11.25,53.375
10.95833333,53.875
10.25,53.79166667
11.25,53.33333333
9.666666667,53.5
10.45833333,51.29166667
11.875,53.04166667
11.75,54.125
11.91666667,52.91666667
9.916666667,53.29166667
11.16666667,56.29166667
8.791666667,52.58333333
9.791666667,53.95833333
10.66666667,53.70833333
10.66666667,56.41666667
12.08333333,54.66666667
10.95833333,50.45833333
10.45833333,52.625
10.625,54.45833333
10.70833333,51.08333333
10.45833333,53.33333333
8.916666667,55.375
11.875,55.16666667
9.25,51.58333333
11.75,53.5
10.75,54.54166667
10.33333333,54.58333333
11.45833333,54.75
10.54166667,52.75
10.70833333,51.5
8.625,54.83333333
12.29166667,51.04166667
10.45833333,49.20833333
10.75,53.5
10.41666667,53.5
9.125,51.375
12.66666667,51.70833333
10.91666667,51.875
12.16666667,54.125
10.125,50.54166667
11.29166667,53.16666667
10.95833333,51.875
9.791666667,53.41666667
9.458333333,52.70833333
12.04166667,53.25
11.54166667,54.5
10.5,53.5
9.958333333,54.29166667
10.75,55.08333333
10.54166667,52.95833333
9.708333333,52.66666667
9.875,52.45833333
10.83333333,53.125
10.29166667,52.16666667
10.25,49.04166667
10.83333333,55.875
12,53.91666667
12.5,50.75
10,53.25
11.29166667,53.41666667
10.25,51.54166667
10.83333333,52.875
10.33333333,50.375
9.458333333,55.16666667
9.666666667,53.58333333
9.625,54.875
10.54166667,53.875
9.708333333,53.16666667
9.5,50.25
9.208333333,53.75
10.83333333,53.41666667
10.83333333,52.20833333
11.45833333,52.16666667
10.79166667,53.08333333
11.375,51.20833333
9.5,50.75
11.08333333,50.54166667
10,54.29166667
12.41666667,51.45833333
10.20833333,53.625
10.04166667,53.20833333
10.75,51.08333333
11.29166667,54.33333333
10.75,53.08333333
9.583333333,55.70833333
9.75,51.54166667
9.541666667,55.70833333
10.45833333,54.70833333
9.708333333,53.29166667
10.54166667,52.08333333
11.91666667,54.58333333
10.58333333,52.25
10.41666667,52.33333333
9.041666667,49.95833333
9.791666667,54.33333333
10.29166667,51.04166667
10.91666667,52.91666667
10.5,52.20833333
9.291666667,52.5
10.20833333,53.41666667
11.16666667,53.08333333
11.20833333,52.25
10.66666667,50.79166667
11.33333333,53.08333333
11,52.58333333
11.54166667,52.29166667
10.25,54.25
10.29166667,56.20833333
11.04166667,52.875
10.29166667,50.75
9.291666667,53.45833333
11.25,51.5
11.25,52.83333333
10.66666667,53.125
10.41666667,55.29166667
9.583333333,52.29166667
10.25,53.16666667
10.66666667,55.625
10.83333333,54.125
10.66666667,53.125
9.75,52.54166667
10.20833333,54.95833333
11.45833333,50.95833333
9.625,51.66666667
9.916666667,51.70833333
10.5,52.375
10.04166667,51.41666667
10.04166667,50.70833333
10.16666667,53
10.41666667,53
9.791666667,53.25
10.16666667,53.75
10.70833333,55.5
10.45833333,52.83333333
10.33333333,55.45833333
10.91666667,54.91666667
10.83333333,52.04166667
10.5,50.41666667
10.95833333,53.25
9.458333333,51
9.708333333,53.66666667
11.41666667,55.79166667
10.16666667,51.91666667
11.16666667,50.875
9.958333333,51.83333333
10.16666667,52.54166667
10,51.125
11.29166667,52.29166667
11.58333333,49.54166667
11.45833333,52.54166667
11.5,55.04166667
10.91666667,50.625
11.70833333,51.41666667
11,50.45833333
10.5,54.29166667
11.375,52.58333333
9.833333333,51.91666667
10,55.41666667
9.875,50.25
10.20833333,52.91666667
10.70833333,56.20833333
10.54166667,53.33333333
11.08333333,55
11.375,51.20833333
11.08333333,51.04166667
10.375,51.25
10.58333333,54.75
12.5,51.95833333
10.54166667,50.45833333
11.125,52.375
11.70833333,54.375
11.95833333,53.125
9.833333333,52.29166667
11.04166667,53.41666667
8.916666667,55.95833333
11.625,50.83333333
12.625,51.20833333
9.083333333,54.04166667
10.08333333,52.58333333
12.375,52.33333333
9.833333333,55.95833333
9.791666667,52.5
10.91666667,52.5
11.375,50.83333333
11.79166667,53.20833333
10.54166667,54.83333333
10.08333333,53.08333333
10.91666667,51.33333333
10.875,54.54166667
9.541666667,55.04166667
10.91666667,56.79166667
10.95833333,54.83333333
10.29166667,53.125
10.58333333,56.04166667
10.625,52.625
11.5,53.16666667
9.916666667,48.04166667
10.04166667,52.375
9.458333333,54.20833333
10.625,54.08333333
9.125,53.83333333
9.708333333,49.75
10.54166667,54.83333333
10.41666667,50.58333333
11.20833333,55.79166667
9.875,51.08333333
10.41666667,55.20833333
11.33333333,52.375
11,53.66666667
9.541666667,51.625
12.54166667,52.75
10.33333333,52.45833333
10.375,54
11.54166667,53.25
11.25,54.33333333
12.04166667,50.875
10.58333333,50.45833333
11.29166667,55.375
9.458333333,52.16666667
10.29166667,53.375
9.208333333,55.25
10.70833333,52.70833333
10.25,54.58333333
10,53.125
11.20833333,51.625
9.041666667,54.33333333
11.375,51.25
9.916666667,51.70833333
11.375,51.20833333
10.79166667,54.375
11.08333333,52.25
11.08333333,55.625
11,54.125
10.54166667,53.83333333
10.125,51.66666667
9.791666667,53.95833333
11,53.66666667
10.375,51.83333333
10.125,52.125
11.20833333,53.375
10.66666667,52.04166667
11.45833333,52.58333333
9.291666667,55.20833333
11.33333333,53.66666667
11.79166667,51.95833333
11.16666667,53.875
11.75,54.08333333
9.333333333,52.33333333
11.33333333,52.29166667
10.125,51
11.20833333,55.125
10.375,53.08333333
11.04166667,52.83333333
10.95833333,52.875
10.45833333,53.70833333
9.875,49.04166667
11.25,54
11.375,53.70833333
10.625,54.41666667
11.08333333,51.625
10.54166667,52.70833333
9.416666667,53
10.91666667,55.66666667
12.04166667,55.54166667
10.29166667,53.70833333
10.875,51.95833333
10.33333333,53.54166667
10.91666667,53.5
10.54166667,52.83333333
11.75,53.45833333
11.70833333,52.375
10.375,56.70833333
9.416666667,56
11.125,50.75
11.08333333,51.375
10.04166667,53.875
10.70833333,51.83333333
10.16666667,53.875
9.875,52.70833333
11.66666667,53.75
11.875,56.45833333
10.08333333,51.75
10.16666667,54.83333333
11.625,55.58333333
9.666666667,55.79166667
10.33333333,50.58333333
11.625,51.125
9.625,50.29166667
10.33333333,51.83333333
8.916666667,53.125
10.70833333,52.66666667
9.791666667,53.58333333
11.25,51.45833333
10,51.33333333
10.66666667,53.83333333
11.70833333,54
11.16666667,53.41666667
10.25,53.25
10.83333333,53.75
10.25,53.79166667
10.79166667,54.91666667
10.33333333,50.75
10.95833333,50.79166667
10.16666667,53.41666667
10.45833333,51.58333333
11.79166667,54.20833333
9.666666667,52.625
11.125,53.41666667
9.875,54.875
9.958333333,53.04166667
9.25,53.25
11.70833333,54.16666667
11.83333333,52.58333333
11,55.16666667
11.91666667,50.91666667
11.41666667,51.75
10.75,53.79166667
10.45833333,52.79166667
11.70833333,52.16666667
10,52.125
12.66666667,52.5
10.25,51.5
9.833333333,53.08333333
12.20833333,51.25
10.375,50.58333333
10.95833333,55.125
10.70833333,51.875
10.08333333,52.95833333
12.45833333,53.875
10.70833333,51.5
10.91666667,53.91666667
11.20833333,52.58333333
10.66666667,52.25
10.375,52.54166667
8.375,49.5
10.75,53.41666667
10.66666667,51.875
10.875,54.66666667
11.45833333,54.54166667
9.041666667,51.08333333
10.16666667,52.29166667
10.5,53.91666667
10.79166667,55
10.25,54.79166667
9.333333333,52
10,53.66666667
10.95833333,53.91666667
9.458333333,52.375
10.54166667,51.25
9.5,50.625
11.58333333,51.04166667
9.458333333,51.79166667
10.58333333,53.79166667
10.29166667,52.25
10.20833333,51.16666667
10.75,52.58333333
9.583333333,53.625
9.666666667,55.41666667
11.58333333,53.45833333
9,52.29166667
10.58333333,51.54166667
10.66666667,51
11.58333333,51.16666667
9.833333333,51
11.04166667,51.5
11.45833333,52.79166667
11.41666667,52.58333333
9.541666667,53.08333333
10.79166667,53.5
10.16666667,51.41666667
10.70833333,50.79166667
11.20833333,54.125
9.375,50.5
11.375,52.16666667
11.41666667,53.5
11.33333333,51.625
10.875,53.5
10.75,50.125
9.916666667,53
10.125,50.70833333
9.916666667,53.70833333
10.08333333,52.83333333
10.375,52.66666667
10.16666667,52.95833333
10.20833333,55.20833333
9.708333333,54.83333333
11.08333333,55
10.41666667,52.04166667
11.20833333,50.79166667
10.75,51.375
9.416666667,52.04166667
10.83333333,51.08333333
10.54166667,51.83333333
11.08333333,49.75
10.5,53.91666667
10.91666667,53.5
10.08333333,50.58333333
11.45833333,54.20833333
9.708333333,51
10.25,53.75
11.29166667,51.16666667
9.5,51.79166667
10.54166667,53.91666667
9.833333333,55.16666667
10.08333333,53.91666667
11.33333333,52.25
9.916666667,54.75
11.25,52.95833333
9.916666667,49.16666667
10.33333333,52.95833333
10.58333333,51.75
11.08333333,52.125
11.95833333,51.70833333
10.875,52.16666667
10.16666667,55.25
9.166666667,53.41666667
10.95833333,53.75
10.58333333,51.5
9.916666667,54.25
10.04166667,52.20833333
9.083333333,50.70833333
10.91666667,53.16666667
10.75,52.66666667
10.04166667,51.75
8.791666667,51.75
11.29166667,52.58333333
8.541666667,52.66666667
10.08333333,55.54166667
10.70833333,53.58333333
10.91666667,54.79166667
11.875,50.125
10.25,49.95833333
10.16666667,53.66666667
10,51.45833333
10.41666667,53.16666667
10.625,50.79166667
11.08333333,49.5
10.08333333,54.875
11.75,52.66666667
11.125,51.58333333
11.20833333,52.875
9.416666667,52.875
11.83333333,54.125
10.66666667,52.125
9.291666667,51.54166667
8.958333333,50.16666667
11.20833333,54.91666667
11,53.33333333
9.875,54.41666667
10.625,54.16666667
11.04166667,52.91666667
10,51.75
11.54166667,50.70833333
10.54166667,53.75
10.45833333,53.95833333
10.91666667,53.29166667
10.875,52.875
11.54166667,54.66666667
11.79166667,53.29166667
10.125,49.875
11.83333333,52.83333333
10.45833333,54.33333333
9.875,54.875
9.375,52.45833333
11.875,51.66666667
9.916666667,51.25
10.66666667,52.95833333
10.20833333,50.33333333
9.958333333,53.29166667
12.20833333,52.16666667
11.08333333,53.33333333
11.95833333,54.375
8.916666667,50.95833333
11.95833333,53.79166667
8.791666667,56.16666667
10.33333333,52.58333333
9.75,52.54166667
11,54.20833333
10.70833333,49.58333333
10.70833333,53.125
11.08333333,52.125
9.875,51.5
10.20833333,54.58333333
10.04166667,53.5
10.41666667,51.66666667
11.70833333,53.83333333
10.83333333,52.875
11.79166667,53.79166667
10.79166667,53.08333333
10.66666667,52.375
10.25,56.45833333
10.66666667,50.125
10.95833333,52.91666667
9.958333333,51.66666667
9.666666667,53.16666667
10.20833333,53.41666667
10.29166667,50.33333333
11.5,51.08333333
10.66666667,52.79166667
10.20833333,49.91666667
10.41666667,51.75
9.541666667,52.91666667
9.416666667,53.625
11.58333333,57.33333333
12.79166667,51.79166667
9.458333333,55.45833333
10.08333333,53.58333333
10.33333333,52.33333333
10.04166667,54.79166667
10.70833333,53.66666667
