music_device,music_person,speech_device,speech_person,,mean,std
7.291666667,2.5,7.041666667,47.08333333,,,
7.916666667,2.458333333,7.041666667,46.33333333,,,
8.208333333,2.583333333,6.041666667,50,,,
8.958333333,2.75,6.458333333,48.41666667,,,
8.833333333,2.666666667,7.291666667,45.41666667,,,
7.458333333,2.416666667,6.083333333,49.08333333,,,
8.375,2.291666667,6.041666667,50.875,,,
7.875,2.083333333,7.125,48.625,,,
8.375,3.041666667,5.791666667,50.95833333,,,
8.208333333,2.125,7.25,47.45833333,,,
7.791666667,2.833333333,6.916666667,49,,,
8.583333333,2.208333333,7.166666667,46.875,,,
9.125,2.708333333,6.416666667,46.45833333,,,
7.25,2.416666667,6.291666667,50.875,,,
8.958333333,2.375,5.708333333,51.04166667,,,
7.916666667,3,6.833333333,47.79166667,,,
7.875,2.958333333,6.375,47.91666667,,,
9.333333333,2.375,6.25,48.66666667,,,
8.5,2.5,7.75,46.25,,,
8.625,2.666666667,5.958333333,47.79166667,,,
7.958333333,2.125,6.625,43.375,,,
8.375,2.875,6.666666667,47.83333333,,,
8.625,1.958333333,7.125,48.58333333,,,
9.25,2.25,6.375,45.29166667,,,
7.875,2.75,7,49.5,,,
7.416666667,2.125,6.375,48.625,,,
7.916666667,2.25,6.375,48.45833333,,,
8.875,2.875,5.625,47.625,,,
7.833333333,2.666666667,6.916666667,45.625,,,
6.958333333,2.541666667,7.208333333,48.66666667,,,
8.583333333,2.375,6,48.91666667,,,
7.291666667,2.291666667,6.541666667,50,,,
8.333333333,2.208333333,6.75,48.41666667,,,
8.416666667,2.5,6.916666667,47.125,,,
9.166666667,2.458333333,6.333333333,48.41666667,,,
9.25,3.083333333,7.666666667,45.29166667,,,
8.416666667,2.791666667,7.041666667,50.08333333,,,
8.708333333,2.416666667,6.375,48.08333333,,,
8,2.125,5.75,46.95833333,,,
9.333333333,2.291666667,6.166666667,50.58333333,,,
7.833333333,2.708333333,7.458333333,47.20833333,,,
7.291666667,2.5,5.75,45.375,,,
11.08333333,2.541666667,7,48.29166667,,,
9.583333333,3.125,7.208333333,49.08333333,,,
7.5,2.791666667,7.25,45.45833333,,,
8.25,2.083333333,5.541666667,47.08333333,,,
7.541666667,2.416666667,5.958333333,47.91666667,,,
9,2.416666667,6.125,46.45833333,,,
7.625,2.625,5.916666667,49.75,,,
7.958333333,2.416666667,6.333333333,48.66666667,,,
8.291666667,2.5,7.625,47.45833333,,,
8.166666667,2.458333333,6.875,46.33333333,,,
9.375,2.916666667,6.5,45.5,,,
8.541666667,2.083333333,7.125,46.91666667,,,
9.625,1.958333333,7,47.25,,,
8.916666667,2.208333333,5.708333333,46.45833333,,,
7.25,2.916666667,7.75,49,,,
8.208333333,3.041666667,7.166666667,47.625,,,
8.375,2.083333333,6.125,46.08333333,,,
7.416666667,2.666666667,6.833333333,47.04166667,,,
9.916666667,1.958333333,6.041666667,47.20833333,,,
7.25,2.333333333,6.583333333,46.70833333,,,
8.75,1.708333333,6.625,46.91666667,,,
8.708333333,2.208333333,7.375,49.25,,,
9.25,2.25,6.291666667,48.16666667,,,
9.083333333,2.875,6.708333333,47.5,,,
7.291666667,2.75,6.541666667,49.375,,,
8.333333333,3.125,5.875,50.79166667,,,
8.833333333,3.166666667,7.5,46.375,,,
7.666666667,2.958333333,6.625,47.83333333,,,
7.416666667,1.958333333,4.958333333,46.625,,,
9.083333333,3.083333333,5.708333333,47.29166667,,,
8.083333333,2.458333333,7.125,45.25,,,
8.416666667,2.708333333,6.708333333,48.04166667,,,
8.541666667,2.583333333,6.041666667,49.58333333,,,
8.375,2.208333333,6.166666667,48.41666667,,,
7.5,2.25,6.5,49.25,,,
8.833333333,3,7.458333333,48.16666667,,,
7.458333333,2.541666667,5.083333333,49.16666667,,,
8.5,2.166666667,6.583333333,48.375,,,
8.5,2.208333333,6.458333333,49.625,,,
7.291666667,2.375,6.875,46.45833333,,,
7.791666667,2.791666667,5.583333333,47.66666667,,,
9.125,2.958333333,6,48.83333333,,,
8.583333333,2.75,5.041666667,46.33333333,,,
9,2.25,6.458333333,49.25,,,
8.666666667,2.416666667,6.458333333,50.04166667,,,
7.875,2.666666667,6.291666667,48.5,,,
7,2.333333333,7.25,45.91666667,,,
9.958333333,2.791666667,5.833333333,47.66666667,,,
8.583333333,2.083333333,6.166666667,46.54166667,,,
7.458333333,2.666666667,7.833333333,45.54166667,,,
8.416666667,3.041666667,6.083333333,45.16666667,,,
7.833333333,2.541666667,6.375,48.875,,,
9.708333333,2.458333333,5.333333333,47.04166667,,,
8.958333333,2.875,7.291666667,49.70833333,,,
7.791666667,2.875,6.583333333,50.83333333,,,
8.583333333,2.958333333,7,47.16666667,,,
9.166666667,2.875,6.583333333,49.375,,,
8.041666667,2.625,6.041666667,46.54166667,,,
8.541666667,3.333333333,6.958333333,46.70833333,,,
9,2.291666667,7.083333333,45.91666667,,,
8.833333333,2.666666667,6.083333333,50.83333333,,,
8.541666667,2.541666667,7.666666667,50.20833333,,,
8,2.083333333,6.75,44.5,,,
7.708333333,2.666666667,6.958333333,47.875,,,
7.625,2.25,7.375,47.91666667,,,
8.083333333,1.875,6.75,47.95833333,,,
8.833333333,2.166666667,5.958333333,47.66666667,,,
9.541666667,2.458333333,6.666666667,48.83333333,,,
8.625,2.708333333,7.041666667,45.29166667,,,
10.29166667,2.833333333,6.041666667,48.125,,,
9.041666667,2.666666667,6.666666667,44.875,,,
9.125,2.625,6.458333333,49.75,,,
9.666666667,2.333333333,6.041666667,48.375,,,
8.375,2.583333333,5.375,49.08333333,,,
9.875,2.666666667,7.75,48.625,,,
8.875,2.958333333,5.375,48.04166667,,,
7.375,2.333333333,7.375,47.54166667,,,
7.958333333,2.916666667,5.708333333,45,,,
6.708333333,2.916666667,7.458333333,46.25,,,
8.666666667,2.708333333,5.791666667,48.54166667,,,
8.333333333,2.333333333,5.583333333,47.95833333,,,
8.458333333,2.833333333,6.833333333,48.16666667,,,
8.625,2.833333333,5.541666667,48.83333333,,,
9.291666667,2.708333333,5.833333333,48.08333333,,,
7.791666667,2.916666667,7.041666667,49.33333333,,,
8.583333333,2.166666667,7.208333333,46.125,,,
8.291666667,2.583333333,7.625,46.125,,,
8.5,3.083333333,6.708333333,44.95833333,,,
8.583333333,2.166666667,6.916666667,47.75,,,
9.166666667,2.416666667,6.791666667,50.95833333,,,
8.041666667,2,5.541666667,46.125,,,
8.5,2.541666667,7.375,46.66666667,,,
7.5,2.583333333,7.041666667,49.91666667,,,
8.791666667,2.291666667,6.541666667,50.08333333,,,
9.208333333,2.708333333,6.208333333,45.16666667,,,
9.041666667,2.875,6.833333333,47.66666667,,,
8.208333333,2.166666667,8.083333333,47.20833333,,,
8.166666667,2.75,6.625,48.33333333,,,
8.25,2.708333333,5.583333333,50.29166667,,,
8.708333333,3.333333333,5.583333333,46.16666667,,,
9.5,3.208333333,7.333333333,48.70833333,,,
8.75,2.291666667,5.916666667,50.375,,,
8.375,2.5,7.291666667,49.79166667,,,
7.125,2.333333333,7.083333333,48.45833333,,,
8.166666667,3.041666667,7.333333333,48.75,,,
8.166666667,2.291666667,7.833333333,46.25,,,
8.125,2.125,5.916666667,49.33333333,,,
9.083333333,2.041666667,6.291666667,45.91666667,,,
8.25,2.875,6.833333333,45.70833333,,,
7.5,2.791666667,5.333333333,45.875,,,
8.666666667,2.125,6.166666667,48.625,,,
7.875,2.208333333,5.625,49.66666667,,,
9.625,2.25,6.25,49,,,
8.916666667,2.291666667,6.25,48.91666667,,,
8.916666667,2.708333333,6.291666667,48.375,,,
10.25,2.5,6.25,50.70833333,,,
7.708333333,2.625,6.25,50.41666667,,,
8.5,2.166666667,7.458333333,48,,,
8.416666667,2.875,6.916666667,47.5,,,
7.833333333,2.583333333,7.916666667,47.29166667,,,
8.333333333,2.25,5.166666667,48.70833333,,,
8.625,2.375,7.333333333,49.33333333,,,
7.875,2.458333333,7.208333333,46.75,,,
8.166666667,2.166666667,6.75,46.20833333,,,
7.958333333,2.5,7.083333333,48.75,,,
8.583333333,3.083333333,8.166666667,44.04166667,,,
8.875,2.25,6.541666667,47.20833333,,,
8.708333333,2.666666667,8.041666667,49.875,,,
8.416666667,2.5,7.333333333,46.91666667,,,
7.375,2.125,6.208333333,46.41666667,,,
8.916666667,2.583333333,6.166666667,47.04166667,,,
8.833333333,2.416666667,5.916666667,49,,,
8.5,2.958333333,7.166666667,48.33333333,,,
9.958333333,2.208333333,6.208333333,49.625,,,
6.208333333,3,6.875,46.83333333,,,
8.541666667,2.291666667,5.75,50.79166667,,,
8.041666667,2.583333333,6,52.04166667,,,
8.833333333,2.666666667,5.708333333,47.33333333,,,
7.875,1.875,7.5,49.41666667,,,
8.583333333,2.291666667,6.458333333,51.45833333,,,
9.666666667,2.375,6.166666667,46.83333333,,,
9.458333333,2.416666667,7.125,48.20833333,,,
9.125,3.166666667,5.708333333,46.83333333,,,
9,2.25,6.875,44.5,,,
8.125,2.416666667,7.083333333,46.25,,,
8.375,3.083333333,7.5,46.91666667,,,
9.041666667,2.416666667,6.208333333,44.125,,,
7.583333333,2.541666667,7.041666667,48.625,,,
9.625,2.541666667,6.708333333,47.125,,,
8.916666667,2.458333333,5.875,49.08333333,,,
7.75,2.208333333,6.541666667,47.41666667,,,
9,2.166666667,7.208333333,46.79166667,,,
8.125,2.5,5.625,49.20833333,,,
9.083333333,3.083333333,5.791666667,50.70833333,,,
7.791666667,2.708333333,7,47.625,,,
8.75,2.583333333,6.666666667,47.33333333,,,
10.08333333,2.75,5.5,49.75,,,
8.75,2.5,5.833333333,46.79166667,,,
9.041666667,3,7.958333333,47.29166667,,,
8.041666667,2.458333333,6.75,49.04166667,,,
10.25,2.791666667,7.458333333,46.45833333,,,
9.416666667,2.666666667,7.208333333,47.70833333,,,
7.708333333,2.125,5.833333333,49.41666667,,,
8.041666667,3,6.458333333,46.33333333,,,
8.208333333,2.083333333,7.041666667,47.375,,,
8.833333333,2.75,6.625,48.29166667,,,
8.708333333,2.791666667,6.666666667,45.5,,,
8.833333333,2.083333333,5.791666667,51.16666667,,,
7.333333333,2.416666667,6.083333333,48.125,,,
8.041666667,3.208333333,6.291666667,47.25,,,
9.916666667,2.958333333,6.416666667,45.66666667,,,
9.958333333,2.166666667,7.541666667,52,,,
7.375,2.708333333,7.458333333,46.875,,,
7.25,2.333333333,6.041666667,50.45833333,,,
7.958333333,2.958333333,6.416666667,47.20833333,,,
10.29166667,2.75,7.708333333,49.375,,,
10.70833333,3,5.708333333,48,,,
8.375,2.083333333,6.333333333,47.08333333,,,
7.791666667,2.583333333,6.708333333,44.79166667,,,
8.083333333,2.5,7.666666667,45.45833333,,,
9.416666667,2.75,7.791666667,48.79166667,,,
9.208333333,2.875,5.75,48.5,,,
8.333333333,3.041666667,7.5,45.83333333,,,
7.541666667,2.416666667,6.416666667,45.25,,,
10.20833333,3,5.833333333,48.45833333,,,
9.125,2.583333333,7.041666667,49.08333333,,,
8.125,2.375,6.75,46.83333333,,,
7.833333333,3.125,7.166666667,47.25,,,
8.916666667,2,6.291666667,46.33333333,,,
8.666666667,2.625,5.916666667,47.20833333,,,
8.291666667,2.583333333,6.916666667,46.83333333,,,
9.041666667,2.333333333,6.75,50.33333333,,,
7.666666667,3.291666667,7.541666667,48.16666667,,,
8.333333333,2.875,5.666666667,46.70833333,,,
8.416666667,2.291666667,7,50.25,,,
9.5,2.708333333,7.291666667,47.25,,,
9.083333333,2.625,7.083333333,49.75,,,
7.875,2.5,6.333333333,45.75,,,
8.166666667,2.916666667,6.041666667,48.70833333,,,
7.333333333,2.125,7.458333333,47.375,,,
8.083333333,2.666666667,6.25,48.70833333,,,
10,2.75,6.958333333,44.29166667,,,
9.583333333,2.583333333,7.25,46.58333333,,,
7.083333333,2.291666667,7.208333333,47.04166667,,,
10.04166667,2,7.041666667,47.625,,,
8,2.041666667,6.75,51.875,,,
8.75,2.166666667,6.958333333,49.375,,,
9.375,3.25,6.5,46.33333333,,,
8.041666667,2.25,6.583333333,47.125,,,
7.708333333,2.583333333,6.458333333,48.66666667,,,
8.916666667,2.541666667,7.541666667,47.79166667,,,
6.208333333,2.333333333,6.5,47.95833333,,,
8.5,2.75,7.875,44.66666667,,,
8.291666667,2.5,6.916666667,43.91666667,,,
7.75,3,6.541666667,48.16666667,,,
8.833333333,2.125,6.333333333,48.875,,,
8.833333333,2.333333333,6.791666667,46,,,
7.916666667,2.458333333,7.625,48.91666667,,,
8.25,2.041666667,6.666666667,44.75,,,
8.125,2.75,6.458333333,47.70833333,,,
8.958333333,2.666666667,6.791666667,48.08333333,,,
9.125,3.041666667,6.166666667,48.95833333,,,
8.833333333,2.625,6.125,51.79166667,,,
7.416666667,2.041666667,7.083333333,46.25,,,
8.75,2.916666667,8.291666667,47.83333333,,,
8.375,2.583333333,7.833333333,47.125,,,
7.875,2,5.875,48.83333333,,,
9.208333333,3.166666667,5.75,47.66666667,,,
9.5,3.125,6.541666667,45.875,,,
8.208333333,2.291666667,7,48.25,,,
8.25,2.583333333,7.041666667,46.04166667,,,
9.958333333,2.916666667,7.5,47.54166667,,,
7.75,1.666666667,6.125,45.83333333,,,
7.833333333,2.541666667,5.708333333,47.91666667,,,
8.916666667,2.708333333,8.208333333,49.83333333,,,
9.208333333,3.083333333,7.541666667,47.16666667,,,
7.916666667,2.833333333,6.666666667,47,,,
8.333333333,1.916666667,5.958333333,49.29166667,,,
8,2.708333333,6.541666667,47.75,,,
7.208333333,2.5,6.958333333,48.16666667,,,
8.125,3.083333333,7.083333333,49.79166667,,,
8.208333333,2.625,5.791666667,50.75,,,
7.875,2.708333333,7.041666667,48.375,,,
8.541666667,3.333333333,5.583333333,48.66666667,,,
7.666666667,2.375,5.833333333,45.375,,,
8.25,2.291666667,6,47.54166667,,,
8.041666667,2.125,5.875,49.08333333,,,
9.166666667,2.708333333,6.916666667,46.08333333,,,
8.416666667,1.75,5.583333333,50.20833333,,,
7.416666667,2.333333333,6.5,47.625,,,
7.166666667,2.416666667,6.625,47.16666667,,,
8.166666667,2.375,7.333333333,46.83333333,,,
8.333333333,2.625,5.875,50.29166667,,,
8.583333333,2.666666667,5.916666667,48.41666667,,,
8.125,2.375,6.416666667,50.75,,,
8.041666667,2.375,6.666666667,46.95833333,,,
8.25,2.625,5.916666667,47.91666667,,,
8.791666667,2.375,7.75,45.625,,,
8.041666667,2.875,6.583333333,47.54166667,,,
8.041666667,2.875,6.666666667,48.33333333,,,
8.958333333,2.791666667,6.25,47.33333333,,,
8.291666667,2.458333333,6.041666667,48.16666667,,,
7.541666667,2.291666667,7.166666667,46.75,,,
8.791666667,2.75,7.041666667,48.91666667,,,
8.291666667,2.916666667,6.041666667,48.66666667,,,
7.833333333,2.375,6.375,47.20833333,,,
8.166666667,2.125,6.083333333,48.25,,,
8.041666667,2.708333333,6.208333333,49.25,,,
8.208333333,2.583333333,6.5,48.41666667,,,
10.04166667,3.083333333,7.708333333,44.79166667,,,
8.791666667,2.333333333,7.333333333,46.04166667,,,
7.458333333,2.541666667,7.875,47.83333333,,,
7.75,2.625,7.083333333,46.20833333,,,
8.791666667,3,6.416666667,46.70833333,,,
7.625,2.75,7.041666667,45.58333333,,,
8.333333333,2.833333333,7.75,47.16666667,,,
6.875,2.166666667,6.333333333,49.125,,,
8.958333333,2.666666667,6.833333333,47.79166667,,,
10.16666667,2.333333333,6,48.04166667,,,
10.04166667,2.791666667,5.833333333,48.41666667,,,
10.66666667,2.541666667,7,47.04166667,,,
6.583333333,2.041666667,6.75,45.875,,,
8.958333333,2.166666667,6.208333333,47.75,,,
8.541666667,3.166666667,6.541666667,46.20833333,,,
8.208333333,3.041666667,7.375,47.33333333,,,
9.166666667,2.625,5.958333333,49,,,
7.458333333,2.208333333,6.708333333,49.875,,,
8.416666667,2.333333333,6.541666667,46.66666667,,,
7.666666667,2.708333333,7.791666667,47.25,,,
10.16666667,2.208333333,5.791666667,47.08333333,,,
7.666666667,1.875,5.708333333,50.95833333,,,
8.833333333,2.541666667,6.541666667,45.70833333,,,
9.291666667,2.625,7.833333333,48.54166667,,,
8,2.75,5.125,49.875,,,
8.291666667,2.583333333,7.291666667,49.58333333,,,
7.916666667,2.375,6.291666667,50.375,,,
9.041666667,2.708333333,5.791666667,47.125,,,
6.75,2.625,6.666666667,49.45833333,,,
9.208333333,2.416666667,7.791666667,46.70833333,,,
7.583333333,2.125,6.833333333,48.29166667,,,
9.958333333,3.166666667,5.625,49,,,
7.791666667,2.5,5.958333333,48.75,,,
9.166666667,2.833333333,6.833333333,48,,,
9.833333333,2.75,6.916666667,47.29166667,,,
8.166666667,2.166666667,7.541666667,47.08333333,,,
7.291666667,2.833333333,7.166666667,47.91666667,,,
7.291666667,3,7.041666667,49.16666667,,,
9.416666667,2.166666667,8.333333333,46.54166667,,,
7.458333333,3.458333333,7.083333333,45.08333333,,,
8.125,2.5,6.166666667,45.95833333,,,
9.791666667,2.541666667,5.916666667,48.45833333,,,
8.416666667,2.375,6.583333333,48.5,,,
8.25,2.791666667,5.666666667,49,,,
10.29166667,2.25,6.666666667,45.95833333,,,
8.458333333,2.75,5.916666667,46.91666667,,,
7.708333333,2.166666667,7.5,49.125,,,
8.916666667,2.458333333,7.208333333,49.5,,,
7.875,3.125,6.583333333,46.625,,,
7.166666667,2.208333333,6.916666667,47.375,,,
8.083333333,2.666666667,7.208333333,49.70833333,,,
9.208333333,2.75,6.166666667,49.875,,,
7.625,2.5,5.833333333,46.45833333,,,
7.375,2.416666667,7,46.83333333,,,
9.458333333,2.666666667,5.5,47.375,,,
8.666666667,2.916666667,5.625,48.41666667,,,
7.125,2.833333333,7.125,47,,,
8.791666667,2.708333333,5.25,49,,,
8.666666667,2.208333333,6.958333333,47.08333333,,,
9.166666667,2.625,8.125,43.04166667,,,
7.666666667,2.666666667,6.75,47.29166667,,,
7.833333333,2.583333333,5.541666667,50.79166667,,,
9.5,2.583333333,5.541666667,46.375,,,
7.833333333,2.875,6.166666667,46.75,,,
7.791666667,2.666666667,7.333333333,46.91666667,,,
7.458333333,2.458333333,6.291666667,48.54166667,,,
7.708333333,2.625,6.666666667,48.83333333,,,
9.125,3.083333333,4.791666667,48.83333333,,,
8.125,2.666666667,6.583333333,46.29166667,,,
8.625,1.833333333,6.083333333,48.75,,,
7.541666667,2.25,6.708333333,47.875,,,
7.541666667,2.916666667,6.458333333,46.41666667,,,
9.25,2.5,7.583333333,48.375,,,
8.208333333,2.708333333,6.25,48.20833333,,,
8.541666667,3.041666667,6.375,48.41666667,,,
7.833333333,2.375,6.291666667,46.125,,,
7.583333333,2.541666667,7.666666667,49.625,,,
9.041666667,2.833333333,5.75,48.95833333,,,
8.625,2.958333333,6.375,45.41666667,,,
8.25,2.416666667,6.375,48.20833333,,,
8.625,2.541666667,6.166666667,49.66666667,,,
8.458333333,2.083333333,6.958333333,48.70833333,,,
8,3,6.333333333,46.70833333,,,
8.208333333,2.875,5.875,48.16666667,,,
7.833333333,2.833333333,6.208333333,46.33333333,,,
8.541666667,2.75,7.166666667,48.91666667,,,
8.625,2.75,7.958333333,47.875,,,
7.416666667,2.5,6.208333333,48.79166667,,,
7.666666667,2.708333333,6.583333333,49.08333333,,,
7.875,2.75,6.5,49.16666667,,,
8.833333333,3,8,47.04166667,,,
8.75,2.833333333,6.916666667,48.41666667,,,
7.375,2.541666667,6.375,46.45833333,,,
7.958333333,2.458333333,8.583333333,47.29166667,,,
8.75,2.875,6.625,51.20833333,,,
8.666666667,2.75,6.458333333,45.08333333,,,
8.166666667,2.583333333,7.458333333,46.5,,,
9.166666667,2.083333333,5.666666667,48.16666667,,,
9.5,2.916666667,7.208333333,49.95833333,,,
9.333333333,2.541666667,6.708333333,49.33333333,,,
8.708333333,2.875,7.375,47.75,,,
7.875,1.958333333,6.541666667,49.75,,,
9.083333333,2.666666667,5.875,48.41666667,,,
9.5,2.541666667,6.291666667,47.625,,,
8.708333333,2.5,7.541666667,46.41666667,,,
8.666666667,2.041666667,6.041666667,46.70833333,,,
9.916666667,2.708333333,7,46.83333333,,,
8.916666667,2.041666667,7.75,47.66666667,,,
8,2.458333333,6.708333333,46.375,,,
7.875,2.625,5.583333333,49.41666667,,,
8.375,2.625,7.083333333,49.375,,,
7.708333333,2.625,6.583333333,47.79166667,,,
9.041666667,2.666666667,7.291666667,46.20833333,,,
8.916666667,2.541666667,6.583333333,49.625,,,
9.416666667,2.333333333,5.791666667,47.66666667,,,
7.416666667,2.666666667,5.25,47.54166667,,,
6.708333333,2.333333333,6.333333333,46.83333333,,,
10,3.208333333,5.916666667,46.16666667,,,
9.583333333,2.708333333,7.666666667,43.16666667,,,
9.291666667,3,5.916666667,49.95833333,,,
8.125,2.833333333,6.5,46.91666667,,,
8.916666667,2.291666667,6.833333333,49.83333333,,,
8.708333333,3,6.625,47.875,,,
7.708333333,2.041666667,5.416666667,48.08333333,,,
8.333333333,2,7.041666667,49.83333333,,,
8.333333333,2.666666667,6.125,47.83333333,,,
7.416666667,2.583333333,6.708333333,48.41666667,,,
8.541666667,3,6.666666667,48.5,,,
7.583333333,2.625,6.875,48.125,,,
7,2.458333333,6.083333333,48.91666667,,,
8.291666667,2.958333333,7.083333333,44.875,,,
8.583333333,2.541666667,8,44.625,,,
7.541666667,2.333333333,7.375,47.625,,,
8.833333333,2.375,6.375,49.66666667,,,
7.291666667,2.083333333,7.041666667,50.625,,,
8.041666667,2.958333333,6.666666667,49.125,,,
8.666666667,2.666666667,5.375,51.25,,,
7.125,2.208333333,6.5,45.20833333,,,
9.291666667,2.625,5.666666667,49.83333333,,,
9.333333333,2.5,5.875,47,,,
7.708333333,2.666666667,6.166666667,47.08333333,,,
8.875,2.375,6.708333333,46.95833333,,,
8.958333333,2.416666667,6.083333333,45.08333333,,,
9.458333333,2.166666667,6.583333333,46.66666667,,,
10.625,3.5,5.458333333,48.04166667,,,
7.875,2.416666667,6.25,47.875,,,
8.208333333,2.625,6.375,48.25,,,
9.166666667,2.5,6.208333333,45.83333333,,,
9.458333333,2.833333333,6.125,47.875,,,
8.958333333,2.541666667,6.041666667,48.75,,,
8.416666667,2.25,6.708333333,48.29166667,,,
7.041666667,2.25,6.083333333,50.54166667,,,
7.958333333,2.458333333,7.25,49.45833333,,,
7.666666667,2.583333333,5.708333333,50.79166667,,,
7.875,2.583333333,6.166666667,51.54166667,,,
8.208333333,2.666666667,7.083333333,48.54166667,,,
8.291666667,3,5.791666667,47.58333333,,,
7.541666667,2.5,7.416666667,49.66666667,,,
8.833333333,2.375,7.333333333,45.79166667,,,
8.666666667,2.166666667,6.416666667,47.29166667,,,
8.791666667,2.125,6.25,51.125,,,
7.666666667,2.083333333,6.291666667,48.25,,,
7.791666667,2.125,6.541666667,46.41666667,,,
7.958333333,2.583333333,6.625,48.5,,,
8.291666667,2.416666667,4.958333333,48.83333333,,,
8.083333333,1.75,8.166666667,46.04166667,,,
7.041666667,2.708333333,6.75,46.41666667,,,
7.875,2.416666667,6.458333333,47.29166667,,,
8.875,3.458333333,7.375,44.41666667,,,
7.833333333,2.666666667,5.208333333,48.66666667,,,
8.458333333,2.916666667,5.583333333,49,,,
7.75,2.75,7.25,47.20833333,,,
8.125,2.833333333,5.916666667,48.29166667,,,
7.541666667,1.916666667,6.458333333,49.41666667,,,
10.83333333,2.166666667,7.291666667,49.83333333,,,
8.541666667,2.333333333,5.416666667,46.20833333,,,
8.166666667,2.541666667,6.666666667,47.04166667,,,
8.291666667,2.833333333,6.708333333,49.29166667,,,
8.291666667,2.75,6.958333333,46.375,,,
6.583333333,2.541666667,6.833333333,47.25,,,
8.291666667,2.708333333,6.083333333,46.33333333,,,
8.375,2.708333333,6.958333333,47.70833333,,,
8.375,1.833333333,6.583333333,46,,,
9.166666667,2.208333333,6.75,46.5,,,
7.375,2.583333333,6.791666667,46.66666667,,,
8.458333333,2.916666667,6.416666667,47.66666667,,,
7.208333333,2.583333333,8.458333333,45.70833333,,,
8.291666667,2.458333333,6.458333333,47,,,
9.625,2.333333333,6.375,50.45833333,,,
8.666666667,2.791666667,6.541666667,48.875,,,
9.041666667,2.916666667,6.583333333,48.16666667,,,
8,2.333333333,5.291666667,47.79166667,,,
10.83333333,3.083333333,6.083333333,46.29166667,,,
8.041666667,2.625,7.416666667,47.95833333,,,
8.083333333,2.333333333,6.5,48.375,,,
7.291666667,2.583333333,6.833333333,48.375,,,
8.666666667,2.666666667,6.5,46.625,,,
7.833333333,2.5,6.208333333,46.66666667,,,
8.125,2.875,7.208333333,48.625,,,
6.541666667,2.75,6.25,46.79166667,,,
8.458333333,2.791666667,5.458333333,52.25,,,
9.625,2.833333333,6.208333333,46.45833333,,,
8.375,2.583333333,6.125,46.08333333,,,
8.208333333,2.25,7.916666667,50.41666667,,,
7.875,2.333333333,7.666666667,46.91666667,,,
7.541666667,2.416666667,7.083333333,44.875,,,
6.958333333,2.208333333,5.875,46.41666667,,,
9.208333333,2.625,6.75,49.20833333,,,
9.166666667,3,6.291666667,49.33333333,,,
8.541666667,2.291666667,7.125,47.75,,,
8.083333333,2.666666667,6.875,47.5,,,
8.041666667,2.5,6.375,48.125,,,
8.916666667,2.375,6.583333333,47.70833333,,,
7.875,1.958333333,7,46.08333333,,,
7,2.708333333,7.583333333,48.04166667,,,
9.041666667,2.666666667,6.25,48.54166667,,,
8.875,2.166666667,6.25,50.58333333,,,
8.75,3.166666667,6.458333333,48.08333333,,,
8.875,2.333333333,5.333333333,44.79166667,,,
7.833333333,2.791666667,5,45.91666667,,,
